Lena
512*512,,oldRed,oldGreen,oldBlue,newRed,newGreen,newBlue
262144,151,797,904,889,864,968,790
262144,152,799,1006,838,812,947,737
262144,153,861,1003,863,833,919,864
262144,154,814,814,914,897,948,801
262144,155,910,779,868,921,842,847
262144,156,907,848,844,861,815,889
262144,157,918,817,880,901,788,837
262144,158,888,756,967,935,770,857
262144,159,1011,828,972,912,726,830
262144,160,879,690,837,983,721,874
262144,161,996,696,924,932,647,839
262144,162,912,579,901,1010,699,868
262144,163,952,622,924,986,589,875
262144,164,884,514,830,1000,538,753
262144,165,1074,528,809,1073,572,784
262144,166,977,499,819,1165,477,749
262144,167,1073,506,897,1105,476,800
262144,168,1040,450,797,1192,490,869
262144,169,1216,504,802,1261,462,817
262144,170,1250,414,797,1372,446,753
262144,171,1403,483,784,1412,471,758
262144,172,1534,504,746,1446,505,711
262144,173,1639,473,721,1672,479,751
262144,174,1682,474,725,1643,507,735
262144,175,1776,452,673,1643,499,714
262144,176,1874,621,674,1626,521,705
262144,177,1769,587,629,1622,528,706
262144,178,1582,512,633,1675,593,644
262144,179,1743,611,641,1570,597,676
262144,180,1441,652,632,1567,596,679
262144,181,1477,723,652,1566,625,651
262144,182,1483,645,580,1421,698,635
262144,183,1409,656,599,1411,674,599
262144,184,1437,850,575,1476,712,610
262144,185,1449,777,583,1485,715,595
262144,186,1389,720,580,1545,717,595
262144,187,1479,719,511,1506,711,524
262144,188,1592,812,525,1512,747,515
262144,189,1655,741,471,1562,774,530
262144,190,1657,646,421,1631,749,446
262144,191,1666,703,393,1679,698,412
262144,192,1857,778,297,1695,736,403
262144,193,1896,767,330,1700,751,345
262144,194,1813,611,274,1769,751,340
262144,195,1979,800,219,1829,731,287
262144,196,1814,699,191,1945,747,254
262144,197,1956,795,183,1969,817,215
262144,198,1928,781,166,1927,814,214
262144,199,2055,830,152,2025,864,200
262144,200,2012,816,109,2165,826,182
262144,201,2303,912,108,2269,888,186
262144,202,2333,843,75,2436,895,160
262144,203,2670,851,91,2609,802,146
262144,204,2787,847,67,2712,836,94
262144,205,3232,788,67,2951,815,108
262144,206,3154,687,61,3077,742,69
262144,207,3476,700,56,3142,619,86
262144,208,3424,573,37,3222,632,75
262144,209,3516,499,30,3237,554,67
262144,210,3102,377,27,3194,442,54
262144,211,3176,388,23,3059,404,49
262144,212,2787,288,19,3132,372,43
262144,213,2885,294,24,2885,299,25
262144,214,2630,241,18,2937,265,36
262144,215,2731,201,8,2892,234,25
262144,216,2664,168,7,2854,194,16
262144,217,2955,167,4,2992,167,18
262144,218,2955,125,2,3045,170,16
262144,219,3360,114,1,3264,157,15
262144,220,3554,102,0,3431,123,14
262144,221,4138,108,0,3716,105,12
262144,222,3987,68,0,3808,102,6
262144,223,4057,57,3,3748,81,8
262144,224,4327,54,1,3790,61,12
262144,225,3713,49,1,3735,51,2
262144,226,3185,16,0,3447,44,5
262144,227,2929,18,0,3005,41,2
262144,228,2551,10,0,2871,32,3
262144,229,2432,7,0,2519,20,2
262144,230,2195,5,0,2436,19,1
262144,231,2256,9,0,2335,14,1
262144,232,1960,2,0,2192,7,1
262144,233,2126,1,0,2166,5,3
262144,234,2186,1,0,2253,4,3
262144,235,2265,0,0,2310,3,0
262144,236,2417,2,0,2242,4,0
262144,237,2445,0,0,2294,3,0
262144,238,2282,0,0,2187,1,1
262144,239,1826,0,0,1989,3,0
262144,240,1972,0,0,1793,1,0
262144,241,1456,0,0,1567,2,0
262144,242,1137,1,0,1338,0,0
262144,243,986,0,0,1065,0,1
262144,244,748,0,0,909,0,0
262144,245,749,2,0,818,1,0
262144,246,667,0,0,640,1,0
262144,247,582,0,0,570,1,0
262144,248,428,1,0,466,2,0
262144,249,357,0,0,415,0,0
262144,250,313,0,0,348,0,0
262144,251,302,0,0,312,1,0
262144,252,242,0,0,241,0,0
262144,253,178,0,0,203,0,0
262144,254,67,0,0,148,2,0
262144,255,112,0,0,183,0,0
