Lena-grey
512*512,,oldRed,oldGreen,oldBlue,newRed,newGreen,newBlue
262144,101,1948,1948,1948,1768,1795,1813
262144,102,1906,1906,1906,1812,1794,1749
262144,103,1846,1846,1846,1675,1690,1726
262144,104,1695,1695,1695,1768,1791,1767
262144,105,1717,1717,1717,1590,1607,1605
262144,106,1529,1529,1529,1548,1533,1531
262144,107,1450,1450,1450,1517,1490,1546
262144,108,1414,1414,1414,1513,1550,1473
262144,109,1364,1364,1364,1438,1382,1424
262144,110,1379,1379,1379,1400,1403,1419
262144,111,1290,1290,1290,1392,1436,1421
262144,112,1384,1384,1384,1447,1466,1426
262144,113,1439,1439,1439,1412,1363,1403
262144,114,1342,1342,1342,1372,1395,1389
262144,115,1375,1375,1375,1397,1347,1375
262144,116,1372,1372,1372,1427,1441,1420
262144,117,1544,1544,1544,1487,1472,1503
262144,118,1561,1561,1561,1510,1520,1530
262144,119,1568,1568,1568,1624,1664,1631
262144,120,1590,1590,1590,1699,1677,1685
262144,121,1842,1842,1842,1766,1788,1738
262144,122,1847,1847,1847,1795,1789,1816
262144,123,1915,1915,1915,1983,2001,1962
262144,124,2118,2118,2118,2024,1989,2053
262144,125,2199,2199,2199,2183,2155,2188
262144,126,2323,2323,2323,2194,2206,2149
262144,127,2364,2364,2364,2199,2231,2233
262144,128,2387,2387,2387,2211,2182,2203
262144,129,2448,2448,2448,2184,2205,2196
262144,130,2286,2286,2286,2214,2225,2219
262144,131,2261,2261,2261,2240,2196,2210
262144,132,2194,2194,2194,2130,2158,2134
262144,133,2032,2032,2032,2120,2109,2086
262144,134,1965,1965,1965,2024,2042,2090
262144,135,1867,1867,1867,2068,2042,2045
262144,136,1883,1883,1883,2063,2074,2056
262144,137,1960,1960,1960,2061,2041,2057
262144,138,2035,2035,2035,2062,2076,2053
262144,139,2242,2242,2242,2111,2095,2099
262144,140,2226,2226,2226,2228,2279,2314
262144,141,2288,2288,2288,2256,2251,2203
262144,142,2408,2408,2408,2310,2287,2250
262144,143,2478,2478,2478,2319,2339,2428
262144,144,2443,2443,2443,2337,2375,2300
262144,145,2308,2308,2308,2330,2279,2296
262144,146,2275,2275,2275,2344,2380,2332
262144,147,2260,2260,2260,2295,2265,2370
262144,148,2274,2274,2274,2372,2352,2347
262144,149,2233,2233,2233,2263,2282,2223
262144,150,2225,2225,2225,2381,2400,2430
262144,151,2326,2326,2326,2449,2386,2409
262144,152,2533,2533,2533,2403,2482,2428
262144,153,2599,2599,2599,2613,2561,2584
262144,154,2729,2729,2729,2558,2534,2563
262144,155,2726,2726,2726,2576,2625,2600
262144,156,2672,2672,2672,2578,2545,2549
262144,157,2503,2503,2503,2382,2397,2376
262144,158,2258,2258,2258,2287,2301,2344
262144,159,2209,2209,2209,2151,2153,2171
262144,160,2014,2014,2014,2007,1976,1958
262144,161,1814,1814,1814,1834,1860,1851
262144,162,1709,1709,1709,1715,1732,1724
262144,163,1551,1551,1551,1709,1699,1723
262144,164,1464,1464,1464,1531,1513,1475
262144,165,1375,1375,1375,1408,1421,1457
262144,166,1301,1301,1301,1393,1400,1332
262144,167,1254,1254,1254,1284,1254,1308
262144,168,1225,1225,1225,1257,1307,1279
262144,169,1168,1168,1168,1224,1206,1228
262144,170,1163,1163,1163,1256,1258,1234
262144,171,1288,1288,1288,1243,1252,1273
262144,172,1286,1286,1286,1233,1209,1171
262144,173,1299,1299,1299,1207,1182,1225
262144,174,1197,1197,1197,1214,1204,1205
262144,175,1173,1173,1173,1209,1237,1219
262144,176,1195,1195,1195,1100,1116,1116
262144,177,1152,1152,1152,1082,1065,1042
262144,178,1070,1070,1070,1010,1027,1019
262144,179,909,909,909,943,923,951
262144,180,917,917,917,849,870,876
262144,181,794,794,794,798,804,800
262144,182,755,755,755,769,775,770
262144,183,650,650,650,722,711,697
262144,184,621,621,621,665,669,688
262144,185,626,626,626,693,671,694
262144,186,668,668,668,640,654,647
262144,187,685,685,685,645,633,634
262144,188,612,612,612,634,646,634
262144,189,683,683,683,740,687,713
262144,190,778,778,778,740,782,777
262144,191,774,774,774,803,803,781
262144,192,883,883,883,810,796,806
262144,193,922,922,922,833,880,846
262144,194,938,938,938,910,889,897
262144,195,967,967,967,881,863,908
262144,196,941,941,941,884,924,909
262144,197,900,900,900,873,853,871
262144,198,812,812,812,892,889,880
262144,199,846,846,846,898,904,893
262144,200,882,882,882,898,894,866
262144,201,878,878,878,907,892,900
262144,202,851,851,851,862,895,893
262144,203,860,860,860,926,902,930
262144,204,928,928,928,961,921,914
262144,205,975,975,975,930,996,991
262144,206,995,995,995,1045,1012,1000
262144,207,1072,1072,1072,1063,1051,1067
262144,208,1070,1070,1070,1056,1042,1018
262144,209,1006,1006,1006,1002,1050,1062
262144,210,980,980,980,1065,1038,1036
262144,211,919,919,919,933,917,940
262144,212,971,971,971,888,892,891
262144,213,813,813,813,814,854,846
262144,214,642,642,642,672,674,657
262144,215,524,524,524,592,593,578
262144,216,439,439,439,490,483,509
262144,217,395,395,395,437,420,440
262144,218,344,344,344,389,403,380
262144,219,273,273,273,338,331,319
262144,220,233,233,233,284,272,284
262144,221,223,223,223,225,232,224
262144,222,178,178,178,199,206,214
262144,223,179,179,179,166,183,178
262144,224,109,109,109,149,128,143
262144,225,79,79,79,120,114,98
262144,226,63,63,63,73,70,86
262144,227,55,55,55,76,90,70
262144,228,42,42,42,56,53,62
262144,229,23,23,23,43,46,42
262144,230,18,18,18,43,39,42
262144,231,5,5,5,23,24,21
262144,232,6,6,6,17,12,16
262144,233,6,6,6,9,13,13
262144,234,5,5,5,9,6,9
262144,235,1,1,1,4,7,4
262144,236,0,0,0,5,4,4
262144,237,0,0,0,4,4,5
262144,238,1,1,1,3,2,2
262144,239,0,0,0,2,2,2
262144,240,0,0,0,1,1,1
262144,241,2,2,2,0,1,1
262144,242,0,0,0,2,0,0
262144,243,0,0,0,0,1,1
262144,244,1,1,1,1,1,0
262144,245,1,1,1,0,0,1
262144,246,0,0,0,2,2,2
262144,247,0,0,0,0,0,0
262144,248,0,0,0,1,0,0
262144,249,0,0,0,2,3,3
262144,250,0,0,0,0,0,0
262144,251,0,0,0,0,0,0
262144,252,0,0,0,1,1,1
262144,253,0,0,0,3,2,3
262144,254,0,0,0,0,1,0
262144,255,0,0,0,0,0,0
