Jet-grey
512*512,,oldRed,oldGreen,oldBlue,newRed,newGreen,newBlue
262144,115,855,855,855,796,806,787
262144,116,842,842,842,821,825,822
262144,117,799,799,799,762,760,729
262144,118,741,741,741,716,714,749
262144,119,793,793,793,726,725,736
262144,120,774,774,774,777,798,769
262144,121,782,782,782,695,674,701
262144,122,740,740,740,734,746,730
262144,123,774,774,774,691,692,716
262144,124,716,716,716,720,720,689
262144,125,738,738,738,643,654,666
262144,126,675,675,675,671,656,661
262144,127,616,616,616,632,624,619
262144,128,628,628,628,627,636,625
262144,129,622,622,622,581,570,587
262144,130,594,594,594,587,601,585
262144,131,571,571,571,544,545,566
262144,132,558,558,558,541,526,521
262144,133,548,548,548,504,529,518
262144,134,526,526,526,530,528,526
262144,135,473,473,473,503,486,491
262144,136,504,504,504,477,458,462
262144,137,464,464,464,480,490,485
262144,138,497,497,497,448,451,463
262144,139,476,476,476,500,504,503
262144,140,482,482,482,497,485,479
262144,141,463,463,463,441,455,461
262144,142,482,482,482,482,494,467
262144,143,494,494,494,452,451,464
262144,144,488,488,488,470,460,470
262144,145,503,503,503,479,477,457
262144,146,475,475,475,473,485,508
262144,147,485,485,485,486,485,465
262144,148,479,479,479,471,465,468
262144,149,508,508,508,477,486,479
262144,150,498,498,498,469,458,491
262144,151,487,487,487,480,483,458
262144,152,475,475,475,484,490,486
262144,153,528,528,528,508,501,499
262144,154,526,526,526,482,467,487
262144,155,520,520,520,473,483,482
262144,156,505,505,505,520,504,511
262144,157,540,540,540,522,539,534
262144,158,527,527,527,485,486,484
262144,159,510,510,510,524,521,525
262144,160,524,524,524,511,518,512
262144,161,556,556,556,500,504,517
262144,162,563,563,563,535,533,519
262144,163,533,533,533,530,521,523
262144,164,559,559,559,509,505,524
262144,165,569,569,569,553,574,551
262144,166,595,595,595,538,516,510
262144,167,602,602,602,555,561,573
262144,168,592,592,592,595,597,584
262144,169,694,694,694,598,585,612
262144,170,617,617,617,637,654,635
262144,171,667,667,667,555,550,541
262144,172,664,664,664,566,575,585
262144,173,685,685,685,667,667,651
262144,174,716,716,716,648,626,644
262144,175,753,753,753,700,710,717
262144,176,748,748,748,751,774,778
262144,177,760,760,760,845,807,796
262144,178,829,829,829,781,840,814
262144,179,935,935,935,917,876,902
262144,180,916,916,916,967,966,971
262144,181,1013,1013,1013,962,977,960
262144,182,1054,1054,1054,1096,1088,1080
262144,183,1179,1179,1179,1152,1170,1178
262144,184,1245,1245,1245,1301,1279,1327
262144,185,1456,1456,1456,1455,1447,1386
262144,186,1559,1559,1559,1481,1476,1524
262144,187,1753,1753,1753,1739,1731,1717
262144,188,1929,1929,1929,1882,1898,1911
262144,189,2091,2091,2091,2052,2038,2007
262144,190,2287,2287,2287,2169,2196,2185
262144,191,2461,2461,2461,2442,2403,2441
262144,192,2712,2712,2712,2748,2741,2768
262144,193,3047,3047,3047,2927,2955,2928
262144,194,3265,3265,3265,3117,3110,3075
262144,195,3635,3635,3635,3537,3542,3574
262144,196,3901,3901,3901,3945,3953,3927
262144,197,4297,4297,4297,4360,4360,4351
262144,198,4939,4939,4939,4605,4565,4609
262144,199,5174,5174,5174,4905,4913,4907
262144,200,5615,5615,5615,5223,5255,5316
262144,201,5766,5766,5766,5444,5432,5424
262144,202,6227,6227,6227,5841,5840,5774
262144,203,6218,6218,6218,6104,6001,6047
262144,204,6319,6319,6319,6148,6288,6199
262144,205,6318,6318,6318,6248,6288,6347
262144,206,6351,6351,6351,6598,6518,6473
262144,207,6726,6726,6726,6825,6859,6845
262144,208,7256,7256,7256,7183,7178,7189
262144,209,8013,8013,8013,7474,7452,7491
262144,210,8152,8152,8152,7375,7410,7361
262144,211,7345,7345,7345,6983,7019,6997
262144,212,6143,6143,6143,6331,6258,6332
262144,213,5300,5300,5300,5482,5539,5560
262144,214,4746,4746,4746,5106,5099,5033
262144,215,4559,4559,4559,4833,4817,4802
262144,216,4714,4714,4714,4713,4685,4703
262144,217,4850,4850,4850,4773,4765,4845
262144,218,4991,4991,4991,5083,5106,5004
262144,219,4467,4467,4467,4839,4896,4929
262144,220,4445,4445,4445,4466,4448,4414
262144,221,4171,4171,4171,4241,4216,4206
262144,222,3274,3274,3274,3443,3423,3460
262144,223,1068,1068,1068,1873,1867,1875
262144,224,251,251,251,779,774,781
262144,225,129,129,129,358,390,393
262144,226,77,77,77,277,253,261
262144,227,39,39,39,206,200,196
262144,228,34,34,34,153,164,152
262144,229,8,8,8,126,132,136
262144,230,2,2,2,98,96,94
262144,231,1,1,1,80,71,76
262144,232,0,0,0,69,64,67
262144,233,0,0,0,52,55,59
262144,234,0,0,0,49,46,44
262144,235,0,0,0,35,39,39
262144,236,0,0,0,23,29,21
262144,237,0,0,0,25,29,35
262144,238,0,0,0,35,23,27
262144,239,0,0,0,29,39,34
262144,240,0,0,0,22,20,19
262144,241,0,0,0,20,19,23
262144,242,0,0,0,19,24,15
262144,243,0,0,0,23,19,26
262144,244,0,0,0,19,17,17
262144,245,0,0,0,14,18,14
262144,246,0,0,0,14,13,17
262144,247,0,0,0,20,19,16
262144,248,0,0,0,14,9,16
262144,249,0,0,0,19,21,15
262144,250,0,0,0,16,18,16
262144,251,0,0,0,14,16,19
262144,252,0,0,0,19,20,22
262144,253,0,0,0,14,12,8
262144,254,0,0,0,9,6,8
262144,255,0,0,0,4,5,5
